Id,Prediction
1,0.0031020024
2,0.008732129
3,0.9980072
4,0.004633418
5,0.02192907
6,0.0084677925
7,0.967295
8,0.99968624
9,0.8051377
10,0.007037539
11,0.0078820335
12,0.0030363614
13,0.06082399
14,0.9704359
15,0.048032727
16,0.0075337207
17,0.1233953
18,0.038073376
19,0.99224067
20,0.44897684
21,0.090363964
22,0.20970093
23,0.9999358
24,0.059988085
25,0.018558566
26,0.09742497
27,0.061924856
28,0.9999493
29,0.95158345
30,0.9894816
31,0.93458635
32,0.0013657789
33,0.9960025
34,0.9997479
35,0.23990785
36,0.93704176
37,0.029099358
38,0.9962132
39,0.9944006
40,0.035409365
41,0.2095262
42,0.011782139
43,0.8756751
44,0.99560505
45,0.025906939
46,0.99681133
47,0.4321956
48,0.9970937
49,0.99888504
50,0.07738891
51,0.032216452
52,0.9978792
53,0.9979333
54,0.99341816
55,0.10778066
56,0.93385315
57,0.99524313
58,0.01409357
59,0.021517249
60,0.887971
61,0.7491556
62,0.99319017
63,0.9965248
64,0.99662346
65,0.010136629
66,0.118928336
67,0.99827397
68,0.021507354
69,0.0097075505
70,0.012950915
71,0.9184487
72,0.043959416
73,0.31925625
74,0.9915816
75,0.99803764
76,0.0036487768
77,0.9974431
78,0.015957242
79,0.999099
80,0.053742968
81,0.9975947
82,0.9992993
83,0.07843934
84,0.9929424
85,0.9705773
86,0.026894713
87,0.038632795
88,0.989914
89,0.27275276
90,0.9933144
91,0.0052608596
92,0.06257347
93,0.9963124
94,0.6635909
95,0.9991711
96,0.9985443
97,0.99678934
98,0.9945443
99,0.0030274922
100,0.9680695
101,0.998755
102,0.872749
103,0.99675786
104,0.9842714
105,0.35501593
106,0.87773323
107,0.2631224
108,0.37647986
109,0.9980467
110,0.9871906
111,0.08756362
112,0.9805801
113,0.048154667
114,0.9757062
115,0.9998236
116,0.9998779
117,0.027051548
118,0.9999543
119,0.9813058
120,0.99948865
121,0.99705553
122,0.42010036
123,0.99034774
124,0.6949762
125,0.99155974
126,0.98797154
127,0.003248373
128,0.972998
129,0.9990173
130,0.9102479
131,0.021874389
132,0.012711359
133,0.03471842
134,0.5087174
135,0.5699099
136,0.18254873
137,0.010832103
138,0.9983248
139,0.007995805
140,0.99993557
141,0.9997184
142,0.011138423
143,0.031270545
144,0.8693593
145,0.0040738815
146,0.99848497
147,0.0017358366
148,0.99115705
149,0.06263599
150,0.038619783
151,0.8436593
152,0.3831252
153,0.9865794
154,0.9995505
155,0.9989106
156,0.012525372
157,0.032257333
158,0.52266365
159,0.0036468876
160,0.99853367
161,0.88480175
162,0.0073772008
163,0.999554
164,0.98138696
165,0.70898825
166,0.005878644
167,0.035449445
168,0.053874284
169,0.060598947
170,0.9696472
171,0.9942148
172,0.99407893
173,0.9960137
174,0.99905425
175,0.012515574
176,0.9979482
177,0.951179
178,0.028837616
179,0.9855615
180,0.9943055
181,0.6802488
182,0.011758895
183,0.016787317
184,0.7661517
185,0.01706191
186,0.92700696
187,0.9981138
188,0.026046801
189,0.014457707
190,0.95949143
191,0.99619335
192,0.9988817
193,0.9939297
194,0.013877639
195,0.0091544585
196,0.99881905
197,0.013710011
198,0.013014767
199,0.3096643
200,0.04800217
